,County,2022,total,pct
1573,"Ray , Missouri",23107,333287557,6.933052109113093e-05
1574,"Reynolds , Missouri",6006,333287557,1.8020474733774715e-05
1575,"Ripley , Missouri",10703,333287557,3.2113410102495964e-05
1576,"St. Charles , Missouri",413803,333287557,0.0012415795048718245
1577,"St. Clair , Missouri",9576,333287557,2.8731945729375068e-05
1578,"Ste. Genevieve , Missouri",18644,333287557,5.593968214060869e-05
1579,"St. Francois , Missouri",66969,333287557,0.0002009345941468796
1580,"St. Louis , Missouri",990414,333287557,0.0029716500937357225
1581,"Saline , Missouri",23007,333287557,6.903047988677238e-05
1582,"Schuyler , Missouri",4002,333287557,1.2007648998429305e-05
1583,"Scotland , Missouri",4643,333287557,1.3930913118367633e-05
1584,"Scott , Missouri",37840,333287557,0.00011353559172927658
1585,"Shannon , Missouri",7193,333287557,2.1581963829510742e-05
1586,"Shelby , Missouri",5982,333287557,1.7948464844728663e-05
1587,"Stoddard , Missouri",28377,333287557,8.514269256082669e-05
1588,"Stone , Missouri",32136,333287557,9.64212414326647e-05
1589,"Sullivan , Missouri",5840,333287557,1.7522406334539515e-05
1590,"Taney , Missouri",56821,333287557,0.00017048641272857362
1591,"Texas , Missouri",25336,333287557,7.601843953628308e-05
1592,"Vernon , Missouri",19651,333287557,5.896109706849932e-05
1593,"Warren , Missouri",37260,333287557,0.00011179535274399699
1594,"Washington , Missouri",23441,333287557,7.03326587136885e-05
1595,"Wayne , Missouri",10792,333287557,3.2380446774375076e-05
1596,"Webster , Missouri",40335,333287557,0.0001210216197780225
1597,"Worth , Missouri",1955,333287557,5.8658055452097185e-06
1598,"Wright , Missouri",19156,333287557,5.747589310692448e-05
1599,"St. Louis city, Missouri",286578,333287557,0.000859852082626655
1600,"Beaverhead , Montana",9719,333287557,2.91610046516078e-05
1601,"Big Horn , Montana",12851,333287557,3.855829517211769e-05
1602,"Blaine , Montana",6936,333287557,2.081085793430926e-05
1603,"Broadwater , Montana",7793,333287557,2.3382211055662063e-05
1604,"Carbon , Montana",11179,333287557,3.354160623524268e-05
1605,"Carter , Montana",1382,333287557,4.1465694442352074e-06
1606,"Cascade , Montana",84864,333287557,0.00025462696766684274
1607,"Chouteau , Montana",5898,333287557,1.7696430233067476e-05
1608,"Custer , Montana",12032,333287557,3.610095770842114e-05
1609,"Daniels , Montana",1628,333287557,4.884670806957248e-06
1610,"Dawson , Montana",8830,333287557,2.6493638344860263e-05
1611,"Deer Lodge , Montana",9510,333287557,2.8533918534498424e-05
1612,"Fallon , Montana",3011,333287557,9.034240663236042e-06
1613,"Fergus , Montana",11663,333287557,3.4993805664338075e-05
1614,"Flathead , Montana",111814,333287557,0.00033548807224147284
1615,"Gallatin , Montana",124857,333287557,0.00037462244652595897
1616,"Garfield , Montana",1218,333287557,3.65450186908718e-06
1617,"Glacier , Montana",13681,333287557,4.104863716829368e-05
1618,"Golden Valley , Montana",835,333287557,2.5053440563939204e-06
1619,"Granite , Montana",3502,333287557,1.0507442976636539e-05
1620,"Hill , Montana",16068,333287557,4.821062071633235e-05
1621,"Jefferson , Montana",12826,333287557,3.848328487102806e-05
1622,"Judith Basin , Montana",2105,333287557,6.315867351747548e-06
1623,"Lake , Montana",32853,333287557,9.857253686791554e-05
1624,"Lewis and Clark , Montana",73832,333287557,0.00022152642200200712
1625,"Liberty , Montana",1972,333287557,5.916812549950672e-06
1626,"Lincoln , Montana",21525,333287557,6.458386923817862e-05
1627,"McCone , Montana",1709,333287557,5.127704182487677e-06
1628,"Madison , Montana",9265,333287557,2.7798817583819968e-05
1629,"Meagher , Montana",2013,333287557,6.039829443737679e-06
1630,"Mineral , Montana",5058,333287557,1.5176084116455629e-05
1631,"Missoula , Montana",121041,333287557,0.0003631728741676366
1632,"Musselshell , Montana",5197,333287557,1.5593141390514017e-05
1633,"Park , Montana",17790,333287557,5.3377330255386644e-05
1634,"Petroleum , Montana",524,333287557,1.5722159108388196e-06
1635,"Phillips , Montana",4240,333287557,1.2721747064802663e-05
1636,"Pondera , Montana",6078,333287557,1.8236504400912872e-05
1637,"Powder River , Montana",1725,333287557,5.1757107751850454e-06
1638,"Powell , Montana",7051,333287557,2.1155905319321598e-05
1639,"Prairie , Montana",1107,333287557,3.3214561322491856e-06
1640,"Ravalli , Montana",47298,333287557,0.00014191348883750855
1641,"Richland , Montana",11237,333287557,3.371563013377064e-05
1642,"Roosevelt , Montana",10572,333287557,3.172035612478626e-05
1643,"Rosebud , Montana",8088,333287557,2.4267332608519794e-05
1644,"Sanders , Montana",13442,333287557,4.033153868987674e-05
1645,"Sheridan , Montana",3564,333287557,1.0693468523338842e-05
1646,"Silver Bow , Montana",36068,333287557,0.00010821886158804303
1647,"Stillwater , Montana",9177,333287557,2.753478132398444e-05
1648,"Sweet Grass , Montana",3715,333287557,1.1146530741920258e-05
1649,"Teton , Montana",6368,333287557,1.910662389355268e-05
1650,"Toole , Montana",5082,333287557,1.5248094005501681e-05
1651,"Treasure , Montana",758,333287557,2.2743123290378345e-06
1652,"Valley , Montana",7513,333287557,2.2542095683458114e-05
1653,"Wheatland , Montana",2032,333287557,6.096837272565804e-06
1654,"Wibaux , Montana",919,333287557,2.757378668055105e-06
1655,"Yellowstone , Montana",169852,333287557,0.0005096259864270901
1656,"Adams , Nebraska",30970,333287557,9.292276098984398e-05
1657,"Antelope , Nebraska",6293,333287557,1.8881592990283763e-05
1658,"Arthur , Nebraska",433,333287557,1.299178414872536e-06
1659,"Banner , Nebraska",660,333287557,1.980271948766452e-06
1660,"Blaine , Nebraska",453,333287557,1.3591866557442468e-06
1661,"Boone , Nebraska",5385,333287557,1.6157218854708097e-05
1662,"Box Butte , Nebraska",10672,333287557,3.2020397329144814e-05
1663,"Boyd , Nebraska",1741,333287557,5.223717367882414e-06
1664,"Brown , Nebraska",2872,333287557,8.617183389177653e-06
1665,"Buffalo , Nebraska",50586,333287557,0.0001517788436368178
1666,"Burt , Nebraska",6755,333287557,2.026778335442028e-05
1667,"Butler , Nebraska",8427,333287557,2.5284472291295293e-05
1668,"Cass , Nebraska",27122,333287557,8.137717544612684e-05
1669,"Cedar , Nebraska",8371,333287557,2.51164492168545e-05
1670,"Chase , Nebraska",3772,333287557,1.1317554228404632e-05
1671,"Cherry , Nebraska",5464,333287557,1.6394251406151355e-05
1672,"Cheyenne , Nebraska",9511,333287557,2.853691894654201e-05
1673,"Clay , Nebraska",6049,333287557,1.8149492451648892e-05
1674,"Colfax , Nebraska",10444,333287557,3.1336303383207316e-05
1675,"Cuming , Nebraska",8929,333287557,2.679067913717523e-05
1676,"Custer , Nebraska",10476,333287557,3.143231656860205e-05
1677,"Dakota , Nebraska",21042,333287557,6.31346702211268e-05
1678,"Dawes , Nebraska",8241,333287557,2.4726395651188383e-05
1679,"Dawson , Nebraska",23884,333287557,7.166184124899689e-05
1680,"Deuel , Nebraska",1902,333287557,5.706783706899685e-06
1681,"Dixon , Nebraska",5464,333287557,1.6394251406151355e-05
1682,"Dodge , Nebraska",36997,333287557,0.00011100624437653398
1683,"Douglas , Nebraska",586327,333287557,0.0017592225922793752
1684,"Dundy , Nebraska",1590,333287557,4.770655149300998e-06
1685,"Fillmore , Nebraska",5553,333287557,1.6661288078030467e-05
1686,"Franklin , Nebraska",2873,333287557,8.620183801221237e-06
1687,"Frontier , Nebraska",2633,333287557,7.90008491076071e-06
1688,"Furnas , Nebraska",4575,333287557,1.3726885099403815e-05
1689,"Gage , Nebraska",21583,333287557,6.475789313670658e-05
1690,"Garden , Nebraska",1837,333287557,5.511756924066625e-06
1691,"Garfield , Nebraska",1801,333287557,5.403742090497546e-06
1692,"Gosper , Nebraska",1808,333287557,5.424744974802645e-06
1693,"Grant , Nebraska",576,333287557,1.7282373371052674e-06
1694,"Greeley , Nebraska",2227,333287557,6.681917621064983e-06
1695,"Hall , Nebraska",62097,333287557,0.00018631658667053088
1696,"Hamilton , Nebraska",9429,333287557,2.8290885158967995e-05
1697,"Harlan , Nebraska",3054,333287557,9.163258381110219e-06
1698,"Hayes , Nebraska",849,333287557,2.547349825004118e-06
1699,"Hitchcock , Nebraska",2598,333287557,7.795070489235216e-06
1700,"Holt , Nebraska",10043,333287557,3.0133138153729512e-05
1701,"Hooker , Nebraska",686,333287557,2.058282661899676e-06
1702,"Howard , Nebraska",6515,333287557,1.954768446395975e-05
1703,"Jefferson , Nebraska",7154,333287557,2.1464947759810906e-05
1704,"Johnson , Nebraska",5287,333287557,1.5863178474436717e-05
1705,"Kearney , Nebraska",6690,333287557,2.007275657158722e-05
1706,"Keith , Nebraska",8269,333287557,2.4810407188408775e-05
1707,"Keya Paha , Nebraska",787,333287557,2.3613242783018147e-06
1708,"Kimball , Nebraska",3315,333287557,9.946365924486044e-06
1709,"Knox , Nebraska",8336,333287557,2.5011434795329008e-05
1710,"Lancaster , Nebraska",324756,333287557,0.0009744018136266635
1711,"Lincoln , Nebraska",33685,333287557,0.0001010688796881787
1712,"Logan , Nebraska",675,333287557,2.025278129420235e-06
1713,"Loup , Nebraska",599,333287557,1.7972468141077347e-06
1714,"McPherson , Nebraska",372,333287557,1.1161532802138186e-06
1715,"Madison , Nebraska",35368,333287557,0.00010611857315753316
1716,"Merrick , Nebraska",7721,333287557,2.3166181388523906e-05
1717,"Morrill , Nebraska",4527,333287557,1.358286532131171e-05
1718,"Nance , Nebraska",3326,333287557,9.979370456965484e-06
1719,"Nemaha , Nebraska",7035,333287557,2.110789872662423e-05
1720,"Nuckolls , Nebraska",4041,333287557,1.212466506812914e-05
1721,"Otoe , Nebraska",16198,333287557,4.860067428199847e-05
1722,"Pawnee , Nebraska",2528,333287557,7.585041646184229e-06
1723,"Perkins , Nebraska",2829,333287557,8.488165671303474e-06
1724,"Phelps , Nebraska",8988,333287557,2.6967703447746777e-05
1725,"Pierce , Nebraska",7332,333287557,2.1999021103569132e-05
1726,"Platte , Nebraska",34296,333287557,0.00010290213144680946
1727,"Polk , Nebraska",5166,333287557,1.5500128617162867e-05
1728,"Red Willow , Nebraska",10573,333287557,3.1723356536829846e-05
1729,"Richardson , Nebraska",7705,333287557,2.3118174795826537e-05
1730,"Rock , Nebraska",1245,333287557,3.7355129942639892e-06
1731,"Saline , Nebraska",14116,333287557,4.235381640725339e-05
1732,"Sarpy , Nebraska",196553,333287557,0.0005897399884028674
1733,"Saunders , Nebraska",23118,333287557,6.936352562361037e-05
1734,"Scotts Bluff , Nebraska",35603,333287557,0.00010682366998777575
1735,"Seward , Nebraska",17692,333287557,5.308328987511526e-05
1736,"Sheridan , Nebraska",4996,333287557,1.4990058569753326e-05
1737,"Sherman , Nebraska",2980,333287557,8.94122788988489e-06
1738,"Sioux , Nebraska",1127,333287557,3.381464373120896e-06
1739,"Stanton , Nebraska",5717,333287557,1.7153355653178494e-05
1740,"Thayer , Nebraska",4885,333287557,1.4657012832915332e-05
1741,"Thomas , Nebraska",671,333287557,2.0132764812458932e-06
1742,"Thurston , Nebraska",6507,333287557,1.9523681167611068e-05
1743,"Valley , Nebraska",4073,333287557,1.2220678253523878e-05
1744,"Washington , Nebraska",21167,333287557,6.350972172657499e-05
1745,"Wayne , Nebraska",9871,333287557,2.9617067282232802e-05
1746,"Webster , Nebraska",3336,333287557,1.000937457740134e-05
1747,"Wheeler , Nebraska",785,333287557,2.355323454214644e-06
1748,"York , Nebraska",14354,333287557,4.3067914473626746e-05
1749,"Churchill , Nevada",25843,333287557,7.753964844238094e-05
1750,"Clark , Nevada",2322985,333287557,0.00696991217106854
1751,"Douglas , Nevada",49628,333287557,0.00014890444889906286
1752,"Elko , Nevada",54046,333287557,0.00016216026930762373
1753,"Esmeralda , Nevada",744,333287557,2.232306560427637e-06
1754,"Eureka , Nevada",1863,333287557,5.5897676371998494e-06
1755,"Humboldt , Nevada",17272,333287557,5.1823116816809333e-05
1756,"Lander , Nevada",5766,333287557,1.7300375843314188e-05
1757,"Lincoln , Nevada",4482,333287557,1.3447846779350362e-05
1758,"Lyon , Nevada",61585,333287557,0.00018478037570421508
1759,"Mineral , Nevada",4525,333287557,1.3576864497224539e-05
1760,"Nye , Nevada",54738,333287557,0.00016423655444178494
1761,"Pershing , Nevada",6462,333287557,1.9388662625649718e-05
1762,"Storey , Nevada",4170,333287557,1.2511718221751676e-05
1763,"Washoe , Nevada",496745,333287557,0.0014904396805908958
1764,"White Pine , Nevada",8788,333287557,2.6367621039029668e-05
1765,"Carson City, Nevada",58130,333287557,0.00017441395209362705
1766,"Belknap , New Hampshire",64781,333287557,0.00019436969259551445
1767,"Carroll , New Hampshire",52199,333287557,0.00015661850826312126
1768,"Cheshire , New Hampshire",77350,333287557,0.000232081871571341
1769,"Coos , New Hampshire",31504,333287557,9.452498102111865e-05
1770,"Grafton , New Hampshire",91126,333287557,0.00027341554788377535
1771,"Hillsborough , New Hampshire",426594,333287557,0.001279957775321327
1772,"Merrimack , New Hampshire",156020,333287557,0.00046812428704021494
1773,"Rockingham , New Hampshire",319424,333287557,0.0009584036166102655
1774,"Strafford , New Hampshire",132275,333287557,0.00039687950306527644
1775,"Sullivan , New Hampshire",43958,333287557,0.00013189211261193287
1776,"Atlantic , New Jersey",275638,333287557,0.0008270275748698293
1777,"Bergen , New Jersey",952997,333287557,0.0028593836763008825
1778,"Burlington , New Jersey",466103,333287557,0.001398501054751348
1779,"Camden , New Jersey",524907,333287557,0.0015749372845623518
1780,"Cape May , New Jersey",95634,333287557,0.0002869414053762589
1781,"Cumberland , New Jersey",151356,333287557,0.00045413036526893203
1782,"Essex , New Jersey",849477,333287557,0.0025487810215489085
1783,"Gloucester , New Jersey",306601,333287557,0.0009199293329753682
1784,"Hudson , New Jersey",703366,333287557,0.0021103878174485824
1785,"Hunterdon , New Jersey",129777,333287557,0.0003893844737803998
1786,"Mercer , New Jersey",380688,333287557,0.0011422208600484897
1787,"Middlesex , New Jersey",861418,333287557,0.0025846089417613633
1788,"Monmouth , New Jersey",644098,333287557,0.001932559396449355
1789,"Morris , New Jersey",511151,333287557,0.001533663616490789
1790,"Ocean , New Jersey",655735,333287557,0.0019674751914005597
1791,"Passaic , New Jersey",513936,333287557,0.0015420197640321747
1792,"Salem , New Jersey",65117,333287557,0.00019537783104215918
1793,"Somerset , New Jersey",346875,333287557,0.001040767927618732
1794,"Sussex , New Jersey",146084,333287557,0.0004383121929751491
1795,"Union , New Jersey",569815,333287557,0.0017096797886156907
1796,"Warren , New Jersey",110926,333287557,0.0003328237063467689
1797,"Bernalillo , New Mexico",672508,333287557,0.00201780110260762
1798,"Catron , New Mexico",3827,333287557,1.1482576890801837e-05
1799,"Chaves , New Mexico",63894,333287557,0.00019170832711285407
1800,"Cibola , New Mexico",26950,333287557,8.086110457463013e-05
1801,"Colfax , New Mexico",12246,333287557,3.6743045885748445e-05
1802,"Curry , New Mexico",47532,333287557,0.00014261558525570757
1803,"De Baca , New Mexico",1693,333287557,5.079697589790308e-06
1804,"Doña Ana , New Mexico",223337,333287557,0.0006701030245782623
1805,"Eddy , New Mexico",60400,333287557,0.00018122488743256622
1806,"Grant , New Mexico",27686,333287557,8.306940783870908e-05
1807,"Guadalupe , New Mexico",4310,333287557,1.293177590785365e-05
1808,"Harding , New Mexico",628,333287557,1.884258763371715e-06
1809,"Hidalgo , New Mexico",4003,333287557,1.201064941047289e-05
1810,"Lea , New Mexico",72452,333287557,0.00021738585338185908
1811,"Lincoln , New Mexico",20411,333287557,6.124141022162432e-05
1812,"Los Alamos , New Mexico",19187,333287557,5.7568905880275633e-05
1813,"Luna , New Mexico",25749,333287557,7.72576097102839e-05
1814,"McKinley , New Mexico",69830,333287557,0.0002095187730035778
1815,"Mora , New Mexico",4169,333287557,1.2508717809708089e-05
1816,"Otero , New Mexico",68823,333287557,0.00020649735807568717
1817,"Quay , New Mexico",8546,333287557,2.564152132448197e-05
1818,"Rio Arriba , New Mexico",40048,333287557,0.00012016050152151345
1819,"Roosevelt , New Mexico",18934,333287557,5.6809801633248495e-05
1820,"Sandoval , New Mexico",153501,333287557,0.00046056624910242297
1821,"San Juan , New Mexico",120418,333287557,0.0003613036174644828
1822,"San Miguel , New Mexico",26953,333287557,8.087010581076089e-05
1823,"Santa Fe , New Mexico",155664,333287557,0.0004670561403526985
1824,"Sierra , New Mexico",11436,333287557,3.431271213044416e-05
1825,"Socorro , New Mexico",16115,333287557,4.8351640082380875e-05
1826,"Taos , New Mexico",34580,333287557,0.00010375424846718775
1827,"Torrance , New Mexico",15454,333287557,4.636836772157084e-05
1828,"Union , New Mexico",3980,333287557,1.1941639933470424e-05
1829,"Valencia , New Mexico",78080,333287557,0.00023427217236315846
1830,"Albany , New York",315811,333287557,0.0009475631278967909
1831,"Allegany , New York",46694,333287557,0.0001401012399631829
1832,"Bronx , New York",1379946,333287557,0.004140406597897683
1833,"Broome , New York",197117,333287557,0.0005914322207954497
1834,"Cattaraugus , New York",76439,333287557,0.0002293484961996346
1835,"Cayuga , New York",74998,333287557,0.00022502490244482784
1836,"Chautauqua , New York",126027,333287557,0.00037813292861695405
1837,"Chemung , New York",81426,333287557,0.00024431155106099565
1838,"Chenango , New York",46458,333287557,0.00013939314272089673
1839,"Clinton , New York",78753,333287557,0.00023629144966849153
1840,"Columbia , New York",61286,333287557,0.00018388325250318302
1841,"Cortland , New York",46126,333287557,0.00013839700592242632
1842,"Delaware , New York",44740,333287557,0.00013423843483001676
1843,"Dutchess , New York",297545,333287557,0.0008927576015086575
1844,"Erie , New York",950312,333287557,0.0028513275699638555
1845,"Essex , New York",36910,333287557,0.00011074520852874204
1846,"Franklin , New York",46373,333287557,0.00013913810769719195
1847,"Fulton , New York",52669,333287557,0.00015802870192360648
1848,"Genesee , New York",57535,333287557,0.00017262870692769368
1849,"Greene , New York",48061,333287557,0.00014420280322676433
1850,"Hamilton , New York",5118,333287557,1.5356108839070762e-05
1851,"Herkimer , New York",59822,333287557,0.00017949064927137378
1852,"Jefferson , New York",116637,333287557,0.0003499590595276859
1853,"Kings , New York",2590516,333287557,0.007772615405501022
1854,"Lewis , New York",26699,333287557,8.010800115169017e-05
1855,"Livingston , New York",61516,333287557,0.0001845733472732077
1856,"Madison , New York",67097,333287557,0.00020131864688845854
1857,"Monroe , New York",752035,333287557,0.002256414871197847
1858,"Montgomery , New York",49623,333287557,0.00014888944683884493
1859,"Nassau , New York",1383726,333287557,0.004151748155422436
1860,"New York , New York",1596273,333287557,0.004789476734050411
1861,"Niagara , New York",210880,333287557,0.0006327268917513173
1862,"Oneida , New York",228846,333287557,0.000686632294526375
1863,"Onondaga , New York",468249,333287557,0.0014049399389968824
1864,"Ontario , New York",112707,333287557,0.00033816744019639475
1865,"Orange , New York",405941,333287557,0.001217990265385155
1866,"Orleans , New York",39318,333287557,0.000117970200729696
1867,"Oswego , New York",118287,333287557,0.000354909739399602
1868,"Otsego , New York",60636,333287557,0.00018193298467485242
1869,"Putnam , New York",98045,333287557,0.00029417539881334366
1870,"Queens , New York",2278029,333287557,0.006835025647237109
1871,"Rensselaer , New York",159853,333287557,0.0004796248664032783
1872,"Richmond , New York",491133,333287557,0.001473601368202294
1873,"Rockland , New York",339022,333287557,0.0010172056918404547
1874,"St. Lawrence , New York",107733,333287557,0.0003232433906916003
1875,"Saratoga , New York",238797,333287557,0.0007164893947720946
1876,"Schenectady , New York",160093,333287557,0.00048034496529373883
1877,"Schoharie , New York",30063,333287557,9.02013872663119e-05
1878,"Schuyler , New York",17650,333287557,5.295727256928467e-05
1879,"Seneca , New York",32882,333287557,9.865954881717952e-05
1880,"Steuben , New York",92599,333287557,0.0002778351548239768
1881,"Suffolk , New York",1525465,333287557,0.004577023558068206
1882,"Sullivan , New York",79658,333287557,0.00023900682256793642
1883,"Tioga , New York",47772,333287557,0.0001433356841461681
1884,"Tompkins , New York",104777,333287557,0.00031437417269076145
1885,"Ulster , New York",182319,333287557,0.0005470321233744709
1886,"Warren , New York",65599,333287557,0.0001968240296471674
1887,"Washington , New York",60841,333287557,0.00018254806914378744
1888,"Wayne , New York",91125,333287557,0.00027341254747173174
1889,"Westchester , New York",990427,333287557,0.002971689099092289
1890,"Wyoming , New York",39666,333287557,0.00011901434412086377
1891,"Yates , New York",24451,333287557,7.336307487770988e-05
1892,"Alamance , North Carolina",176353,333287557,0.0005291316651224396
1893,"Alexander , North Carolina",36512,333287557,0.000109551044535395
1894,"Alleghany , North Carolina",11185,333287557,3.355960870750419e-05
1895,"Anson , North Carolina",22202,333287557,6.661514819168601e-05
1896,"Ashe , North Carolina",27110,333287557,8.134117050160381e-05
1897,"Avery , North Carolina",17571,333287557,5.272024001784141e-05
1898,"Beaufort , North Carolina",44272,333287557,0.00013283424199361874
1899,"Bertie , North Carolina",17240,333287557,5.17271036314146e-05
1900,"Bladen , North Carolina",29446,333287557,8.835013303541963e-05
1901,"Brunswick , North Carolina",153064,333287557,0.0004592550690393761
1902,"Buncombe , North Carolina",273589,333287557,0.0008208797305925225
1903,"Burke , North Carolina",87881,333287557,0.00026367921080234027
1904,"Cabarrus , North Carolina",235797,333287557,0.0007074881586413381
1905,"Caldwell , North Carolina",80492,333287557,0.00024150916621228677
1906,"Camden , North Carolina",11088,333287557,3.32685687392764e-05
1907,"Carteret , North Carolina",69380,333287557,0.00020816858758396432
1908,"Caswell , North Carolina",22614,333287557,6.785131795364326e-05
1909,"Catawba , North Carolina",163462,333287557,0.0004904533534685785
1910,"Chatham , North Carolina",79864,333287557,0.00023962490744891505
1911,"Cherokee , North Carolina",29512,333287557,8.854816023029627e-05
1912,"Chowan , North Carolina",13940,333287557,4.182574388758234e-05
1913,"Clay , North Carolina",11614,333287557,3.484678547420239e-05
1914,"Cleveland , North Carolina",100670,333287557,0.00030205148042775564
1915,"Columbus , North Carolina",49885,333287557,0.00014967555479426434
1916,"Craven , North Carolina",100874,333287557,0.0003026635644846471
1917,"Cumberland , North Carolina",336699,333287557,0.0010102357346632057
1918,"Currituck , North Carolina",31015,333287557,9.305777953180532e-05
1919,"Dare , North Carolina",37956,333287557,0.0001138836395263325
1920,"Davidson , North Carolina",172586,333287557,0.0005178291129542529
1921,"Davie , North Carolina",44090,333287557,0.00013228816700168618
1922,"Duplin , North Carolina",48990,333287557,0.00014699018601525528
1923,"Durham , North Carolina",332680,333287557,0.0009981770786600353
1924,"Edgecombe , North Carolina",48301,333287557,0.00014492290211722485
1925,"Forsyth , North Carolina",389157,333287557,0.0011676313496456155
1926,"Franklin , North Carolina",74539,333287557,0.00022364771331682208
1927,"Gaston , North Carolina",234215,333287557,0.0007027415067883858
1928,"Gates , North Carolina",10383,333287557,3.1153278248548596e-05
1929,"Graham , North Carolina",7980,333287557,2.3943288107812558e-05
1930,"Granville , North Carolina",61903,333287557,0.00018573450673407528
1931,"Greene , North Carolina",20211,333287557,6.064132781290722e-05
1932,"Guilford , North Carolina",546101,333287557,0.0016385280174141036
1933,"Halifax , North Carolina",47848,333287557,0.00014356371546148062
1934,"Harnett , North Carolina",138832,333287557,0.0004165532048350668
1935,"Haywood , North Carolina",62609,333287557,0.00018785279763684667
1936,"Henderson , North Carolina",118106,333287557,0.000354366664819713
1937,"Hertford , North Carolina",20875,333287557,6.263360140984801e-05
1938,"Hoke , North Carolina",53787,333287557,0.0001613831625883351
1939,"Hyde , North Carolina",4576,333287557,1.3729885511447402e-05
1940,"Iredell , North Carolina",195897,333287557,0.0005877717181022753
1941,"Jackson , North Carolina",42955,333287557,0.0001288826993322166
1942,"Johnston , North Carolina",234778,333287557,0.0007044307387689244
1943,"Jones , North Carolina",9233,333287557,2.7702804398425233e-05
1944,"Lee , North Carolina",65476,333287557,0.00019645497896580638
1945,"Lenoir , North Carolina",54633,333287557,0.00016392151117720845
1946,"Lincoln , North Carolina",93095,333287557,0.0002793233591975952
1947,"McDowell , North Carolina",44753,333287557,0.0001342774401865834
1948,"Macon , North Carolina",38065,333287557,0.00011421068443908334
1949,"Madison , North Carolina",21768,333287557,6.531296936476989e-05
1950,"Martin , North Carolina",21508,333287557,6.453286223343765e-05
1951,"Mecklenburg , North Carolina",1145392,333287557,0.0034366479514265215
1952,"Mitchell , North Carolina",15094,333287557,4.5288219385880045e-05
1953,"Montgomery , North Carolina",25894,333287557,7.76926694566038e-05
1954,"Moore , North Carolina",105531,333287557,0.0003166364833716249
1955,"Nash , North Carolina",95789,333287557,0.00028740646924301465
1956,"New Hanover , North Carolina",234921,333287557,0.0007048597976911571
1957,"Northampton , North Carolina",16779,333287557,5.034391367932167e-05
1958,"Onslow , North Carolina",207298,333287557,0.0006219794158111939
1959,"Orange , North Carolina",150477,333287557,0.00045149300308262034
1960,"Pamlico , North Carolina",12381,333287557,3.714810151163249e-05
1961,"Pasquotank , North Carolina",40938,333287557,0.00012283086824030456
1962,"Pender , North Carolina",65737,333287557,0.00019723808650918222
1963,"Perquimans , North Carolina",13210,333287557,3.9635443095764895e-05
1964,"Person , North Carolina",39386,333287557,0.00011817422874865982
1965,"Pitt , North Carolina",173542,333287557,0.0005206975068679207
1966,"Polk , North Carolina",19986,333287557,5.9966235103100475e-05
1967,"Randolph , North Carolina",146043,333287557,0.00043818917608136207
1968,"Richmond , North Carolina",42778,333287557,0.00012835162640050196
1969,"Robeson , North Carolina",116663,333287557,0.0003500370702408191
1970,"Rockingham , North Carolina",91957,333287557,0.0002759088902919949
1971,"Rowan , North Carolina",149645,333287557,0.00044899666026235717
1972,"Rutherford , North Carolina",64963,333287557,0.000194915767587447
1973,"Sampson , North Carolina",59120,333287557,0.00017738436001677675
1974,"Scotland , North Carolina",34162,333287557,0.00010250007623296899
1975,"Stanly , North Carolina",64153,333287557,0.00019248543383214273
1976,"Stokes , North Carolina",45175,333287557,0.00013554361406897648
1977,"Surry , North Carolina",71403,333287557,0.00021423842114813785
1978,"Swain , North Carolina",13967,333287557,4.190675501275915e-05
1979,"Transylvania , North Carolina",33355,333287557,0.00010007874371379548
1980,"Tyrrell , North Carolina",3365,333287557,1.009638652666532e-05
1981,"Union , North Carolina",249070,333287557,0.0007473126276958488
1982,"Vance , North Carolina",42138,333287557,0.0001264313626926072
1983,"Wake , North Carolina",1175021,333287557,0.0035255471598659173
1984,"Warren , North Carolina",18713,333287557,5.614671057161609e-05
1985,"Washington , North Carolina",10828,333287557,3.2488461607944155e-05
1986,"Watauga , North Carolina",55089,333287557,0.00016528969906908346
1987,"Wayne , North Carolina",117286,333287557,0.0003519063269439729
1988,"Wilkes , North Carolina",65784,333287557,0.00019737910587523075
1989,"Wilson , North Carolina",78449,333287557,0.00023537932440724152
1990,"Yadkin , North Carolina",37463,333287557,0.00011240443638884485
1991,"Yancey , North Carolina",18811,333287557,5.6440750951887474e-05
1992,"Adams , North Dakota",2115,333287557,6.345871472183403e-06
1993,"Barnes , North Dakota",10758,333287557,3.227843276489317e-05
1994,"Benson , North Dakota",5770,333287557,1.7312377491488527e-05
1995,"Billings , North Dakota",1018,333287557,3.054419460370073e-06
1996,"Bottineau , North Dakota",6376,333287557,1.913062718990136e-05
1997,"Bowman , North Dakota",2894,333287557,8.683192454136533e-06
1998,"Burke , North Dakota",2155,333287557,6.465887953926825e-06
1999,"Burleigh , North Dakota",99280,333287557,0.0002978809076871718
2000,"Cass , North Dakota",192734,333287557,0.0005782814148084142
2001,"Cavalier , North Dakota",3597,333287557,1.0792482120777164e-05
2002,"Dickey , North Dakota",4923,333287557,1.4771028490571582e-05
2003,"Divide , North Dakota",2187,333287557,6.561901139321562e-06
2004,"Dunn , North Dakota",4015,333287557,1.2046654354995918e-05
2005,"Eddy , North Dakota",2314,333287557,6.942953468856925e-06
2006,"Emmons , North Dakota",3250,333287557,9.751339141652983e-06
2007,"Foster , North Dakota",3378,333287557,1.0135391883231932e-05
2008,"Golden Valley , North Dakota",1744,333287557,5.2327186040131706e-06
